Entry Time,Exit Time,Ticker,Signal,Option Type,Strike,Entry Price,Exit Price,PnL,Exit Reason,Lot Size
2023-01-24 12:30:00+05:30,2023-01-24 12:35:00+05:30,NIFTY25JAN2318100CE,Sell,CE,18100,77.75,75.0,2062.5,Take-Profit,750
2023-01-24 12:45:00+05:30,2023-01-24 12:46:00+05:30,NIFTY25JAN2318100PE,Buy,PE,18100,33.1,30.05,2287.5000000000005,Take-Profit,750
2023-01-24 13:25:00+05:30,2023-01-24 13:26:00+05:30,NIFTY25JAN2318150CE,Sell,CE,18150,48.75,47.25,1125.0,Take-Profit,750
2023-01-24 14:05:00+05:30,2023-01-24 14:07:00+05:30,NIFTY25JAN2318100PE,Buy,PE,18100,38.75,41.25,-1875.0,Stop-Loss,750
2023-01-24 15:25:00+05:30,2023-01-24 15:26:00+05:30,NIFTY25JAN2318100CE,Sell,CE,18100,55.0,55.3,-224.99999999999787,EOD Exit,750
2023-01-25 10:30:00+05:30,2023-01-25 10:31:00+05:30,NIFTY25JAN2317950PE,Buy,PE,17950,37.7,41.15,-2587.499999999997,Stop-Loss,750
2023-01-25 10:45:00+05:30,2023-01-25 10:48:00+05:30,NIFTY25JAN2317950CE,Sell,CE,17950,27.65,26.65,750.0,Take-Profit,750
2023-01-25 10:50:00+05:30,2023-01-25 10:51:00+05:30,NIFTY25JAN2317950PE,Buy,PE,17950,47.95,48.9,-712.4999999999968,Stop-Loss,750
2023-01-25 11:25:00+05:30,2023-01-25 11:27:00+05:30,NIFTY25JAN2317950CE,Sell,CE,17950,12.3,12.8,-375.0,Stop-Loss,750
2023-01-25 11:45:00+05:30,2023-01-25 11:46:00+05:30,NIFTY25JAN2317900PE,Buy,PE,17900,46.1,41.15,3712.5000000000023,Take-Profit,750
2023-01-25 12:25:00+05:30,2023-01-25 12:26:00+05:30,NIFTY25JAN2317900CE,Sell,CE,17900,32.15,34.6,-1837.500000000002,Stop-Loss,750
2023-01-25 12:30:00+05:30,2023-01-25 12:32:00+05:30,NIFTY25JAN2317900PE,Buy,PE,17900,27.4,25.1,1724.999999999998,Take-Profit,750
2023-01-25 13:15:00+05:30,2023-01-25 13:16:00+05:30,NIFTY25JAN2317900CE,Sell,CE,17900,36.25,27.0,6937.5,Take-Profit,750
2023-01-25 13:35:00+05:30,2023-01-25 13:36:00+05:30,NIFTY25JAN2317900PE,Buy,PE,17900,14.65,15.2,-412.4999999999992,Stop-Loss,750
2023-01-25 14:25:00+05:30,2023-01-25 14:26:00+05:30,NIFTY25JAN2317950CE,Sell,CE,17950,11.05,9.65,1050.0000000000002,Take-Profit,750
2023-01-25 15:20:00+05:30,2023-01-25 15:21:00+05:30,NIFTY25JAN2317900PE,Buy,PE,17900,8.0,6.1,1425.0000000000002,Take-Profit,750
2023-01-27 09:20:00+05:30,2023-01-27 09:21:00+05:30,NIFTY02FEB2317800CE,Sell,CE,17800,215.75,223.7,-5962.499999999992,Stop-Loss,750
2023-01-27 10:25:00+05:30,2023-01-27 10:26:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,135.0,138.55,-2662.5000000000086,Stop-Loss,750
2023-01-27 11:00:00+05:30,2023-01-27 11:02:00+05:30,NIFTY02FEB2317700CE,Sell,CE,17700,195.25,189.35,4425.000000000005,Take-Profit,750
2023-01-27 11:20:00+05:30,2023-01-27 11:27:00+05:30,NIFTY02FEB2317700PE,Buy,PE,17700,163.6,167.75,-3112.500000000004,Stop-Loss,750
2023-01-27 11:35:00+05:30,2023-01-27 11:40:00+05:30,NIFTY02FEB2317650CE,Sell,CE,17650,214.95,205.9,6787.499999999987,Take-Profit,750
2023-01-27 12:05:00+05:30,2023-01-27 12:07:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,160.6,166.95,-4762.499999999995,Stop-Loss,750
2023-01-27 12:15:00+05:30,2023-01-27 12:17:00+05:30,NIFTY02FEB2317650CE,Sell,CE,17650,187.4,181.6,4350.000000000008,Take-Profit,750
2023-01-27 12:55:00+05:30,2023-01-27 12:57:00+05:30,NIFTY02FEB2317550PE,Buy,PE,17550,202.35,195.75,4949.999999999995,Take-Profit,750
2023-01-27 13:40:00+05:30,2023-01-27 13:47:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,212.45,203.9,6412.499999999987,Take-Profit,750
2023-01-27 13:55:00+05:30,2023-01-27 14:08:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,204.3,197.15,5362.500000000005,Take-Profit,750
2023-01-27 14:35:00+05:30,2023-01-27 14:39:00+05:30,NIFTY02FEB2317550PE,Buy,PE,17550,189.5,179.3,7649.999999999992,Take-Profit,750
2023-01-30 09:20:00+05:30,2023-01-30 09:21:00+05:30,NIFTY02FEB2317450CE,Sell,CE,17450,302.25,285.25,12750.0,Take-Profit,750
2023-01-30 09:30:00+05:30,2023-01-30 09:31:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,143.9,137.55,4762.499999999995,Take-Profit,750
2023-01-30 09:50:00+05:30,2023-01-30 09:52:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,216.85,208.55,6224.999999999987,Take-Profit,750
2023-01-30 11:15:00+05:30,2023-01-30 11:20:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,183.55,174.7,6637.500000000017,Take-Profit,750
2023-01-30 11:20:00+05:30,2023-01-30 11:21:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,201.6,205.0,-2550.000000000004,Stop-Loss,750
2023-01-30 11:30:00+05:30,2023-01-30 11:31:00+05:30,NIFTY02FEB2317550PE,Buy,PE,17550,153.95,158.0,-3037.5000000000086,Stop-Loss,750
2023-01-30 11:35:00+05:30,2023-01-30 11:43:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,196.25,189.15,5324.999999999995,Take-Profit,750
2023-01-30 11:50:00+05:30,2023-01-30 11:51:00+05:30,NIFTY02FEB2317550PE,Buy,PE,17550,145.65,138.5,5362.500000000005,Take-Profit,750
2023-01-30 12:25:00+05:30,2023-01-30 12:30:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,203.95,195.15,6599.999999999987,Take-Profit,750
2023-01-30 13:30:00+05:30,2023-01-30 13:31:00+05:30,NIFTY02FEB2317500PE,Buy,PE,17500,152.15,156.6,-3337.4999999999914,Stop-Loss,750
2023-01-30 13:45:00+05:30,2023-01-30 13:48:00+05:30,NIFTY02FEB2317450CE,Sell,CE,17450,198.8,191.85,5212.500000000013,Take-Profit,750
2023-01-30 14:05:00+05:30,2023-01-30 14:06:00+05:30,NIFTY02FEB2317450PE,Buy,PE,17450,122.4,118.45,2962.5000000000023,Take-Profit,750
2023-01-31 09:25:00+05:30,2023-01-31 09:26:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,195.9,183.95,8962.500000000013,Take-Profit,750
2023-01-31 10:30:00+05:30,2023-01-31 10:31:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,144.1,151.25,-5362.500000000005,Stop-Loss,750
2023-01-31 11:05:00+05:30,2023-01-31 11:06:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,157.0,151.25,4312.5,Take-Profit,750
2023-01-31 11:25:00+05:30,2023-01-31 11:28:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,139.6,133.65,4462.499999999992,Take-Profit,750
2023-01-31 12:15:00+05:30,2023-01-31 12:19:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,173.75,167.6,4612.500000000005,Take-Profit,750
2023-01-31 12:35:00+05:30,2023-01-31 12:46:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,140.5,135.3,3899.9999999999914,Take-Profit,750
2023-01-31 12:55:00+05:30,2023-01-31 12:56:00+05:30,NIFTY02FEB2317650CE,Sell,CE,17650,150.05,154.35,-3224.9999999999873,Stop-Loss,750
2023-01-31 13:15:00+05:30,2023-01-31 13:18:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,126.75,118.4,6262.499999999995,Take-Profit,750
2023-01-31 13:55:00+05:30,2023-01-31 13:56:00+05:30,NIFTY02FEB2317700CE,Sell,CE,17700,135.5,140.7,-3899.9999999999914,Stop-Loss,750
2023-01-31 14:50:00+05:30,2023-01-31 14:55:00+05:30,NIFTY02FEB2317650PE,Buy,PE,17650,122.75,118.45,3224.9999999999977,Take-Profit,750
2023-02-01 09:40:00+05:30,2023-02-01 09:50:00+05:30,NIFTY02FEB2317750CE,Sell,CE,17750,152.7,158.25,-4162.500000000008,Stop-Loss,750
2023-02-01 10:20:00+05:30,2023-02-01 10:22:00+05:30,NIFTY02FEB2317800PE,Buy,PE,17800,127.05,122.85,3150.0000000000023,Take-Profit,750
2023-02-01 10:40:00+05:30,2023-02-01 10:41:00+05:30,NIFTY02FEB2317800CE,Sell,CE,17800,138.75,142.85,-3074.999999999996,Stop-Loss,750
2023-02-01 11:05:00+05:30,2023-02-01 11:06:00+05:30,NIFTY02FEB2317800PE,Buy,PE,17800,95.95,101.0,-3787.4999999999977,Stop-Loss,750
2023-02-01 11:15:00+05:30,2023-02-01 11:16:00+05:30,NIFTY02FEB2317800CE,Sell,CE,17800,133.8,126.05,5812.500000000011,Take-Profit,750
2023-02-01 11:45:00+05:30,2023-02-01 11:46:00+05:30,NIFTY02FEB2317800PE,Buy,PE,17800,103.15,105.6,-1837.4999999999914,Stop-Loss,750
2023-02-01 12:10:00+05:30,2023-02-01 12:12:00+05:30,NIFTY02FEB2317800CE,Sell,CE,17800,122.8,117.9,3674.9999999999936,Take-Profit,750
2023-02-01 12:25:00+05:30,2023-02-01 12:26:00+05:30,NIFTY02FEB2317800PE,Buy,PE,17800,67.25,70.1,-2137.499999999996,Stop-Loss,750
2023-02-01 13:10:00+05:30,2023-02-01 13:11:00+05:30,NIFTY02FEB2317950CE,Sell,CE,17950,85.7,78.65,5287.499999999998,Take-Profit,750
2023-02-01 15:05:00+05:30,2023-02-01 15:06:00+05:30,NIFTY02FEB2317500PE,Buy,PE,17500,38.2,41.7,-2625.0,Stop-Loss,750
2023-02-02 09:20:00+05:30,2023-02-02 09:21:00+05:30,NIFTY02FEB2317500CE,Sell,CE,17500,67.5,60.0,5625.0,Take-Profit,750
2023-02-02 09:35:00+05:30,2023-02-02 09:36:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,94.65,81.95,9525.000000000002,Take-Profit,750
2023-02-02 10:05:00+05:30,2023-02-02 10:06:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,50.85,58.0,-5362.499999999999,Stop-Loss,750
2023-02-02 10:20:00+05:30,2023-02-02 10:21:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,66.0,67.9,-1425.0000000000043,Stop-Loss,750
2023-02-02 10:30:00+05:30,2023-02-02 10:31:00+05:30,NIFTY02FEB2317550CE,Sell,CE,17550,57.7,52.0,4275.000000000002,Take-Profit,750
2023-02-02 10:50:00+05:30,2023-02-02 10:51:00+05:30,NIFTY02FEB2317550PE,Buy,PE,17550,48.65,47.05,1200.0000000000011,Take-Profit,750
2023-02-02 11:40:00+05:30,2023-02-02 11:43:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,44.6,41.0,2700.000000000001,Take-Profit,750
2023-02-02 11:55:00+05:30,2023-02-02 11:56:00+05:30,NIFTY02FEB2317600PE,Buy,PE,17600,36.65,38.7,-1537.5000000000032,Stop-Loss,750
2023-02-02 12:20:00+05:30,2023-02-02 12:21:00+05:30,NIFTY02FEB2317600CE,Sell,CE,17600,43.0,41.1,1424.9999999999989,Take-Profit,750
2023-02-02 14:10:00+05:30,2023-02-02 14:11:00+05:30,NIFTY02FEB2317500PE,Buy,PE,17500,17.8,19.6,-1350.0000000000005,Stop-Loss,750
2023-02-03 09:40:00+05:30,2023-02-03 09:42:00+05:30,NIFTY09FEB2317650CE,Sell,CE,17650,144.6,148.35,-2812.5,Stop-Loss,750
2023-02-03 11:00:00+05:30,2023-02-03 11:04:00+05:30,NIFTY09FEB2317650PE,Buy,PE,17650,130.7,134.8,-3075.0000000000173,Stop-Loss,750
2023-02-03 11:10:00+05:30,2023-02-03 11:11:00+05:30,NIFTY09FEB2317650CE,Sell,CE,17650,125.75,121.05,3525.0000000000023,Take-Profit,750
2023-02-03 11:45:00+05:30,2023-02-03 11:47:00+05:30,NIFTY09FEB2317600PE,Buy,PE,17600,112.65,107.1,4162.500000000008,Take-Profit,750
2023-02-03 13:00:00+05:30,2023-02-03 13:01:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,124.35,127.45,-2325.0000000000064,Stop-Loss,750
2023-02-03 13:20:00+05:30,2023-02-03 13:24:00+05:30,NIFTY09FEB2317700PE,Buy,PE,17700,122.4,125.5,-2324.999999999996,Stop-Loss,750
2023-02-03 13:25:00+05:30,2023-02-03 13:27:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,125.4,128.3,-2175.000000000004,Stop-Loss,750
2023-02-03 13:40:00+05:30,2023-02-03 13:41:00+05:30,NIFTY09FEB2317700PE,Buy,PE,17700,105.3,109.4,-3075.0000000000064,Stop-Loss,750
2023-02-03 14:20:00+05:30,2023-02-03 14:21:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,131.7,137.3,-4200.000000000017,Stop-Loss,750
2023-02-03 14:25:00+05:30,2023-02-03 14:26:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,100.05,101.65,-1200.0000000000064,Stop-Loss,750
2023-02-03 14:50:00+05:30,2023-02-03 14:51:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,115.85,117.6,-1312.5,Stop-Loss,750
2023-02-06 11:05:00+05:30,2023-02-06 11:06:00+05:30,NIFTY09FEB2317700PE,Buy,PE,17700,91.5,94.55,-2287.4999999999977,Stop-Loss,750
2023-02-06 11:45:00+05:30,2023-02-06 11:46:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,128.2,131.05,-2137.5000000000173,Stop-Loss,750
2023-02-06 11:50:00+05:30,2023-02-06 11:58:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,115.0,109.85,3862.500000000004,Take-Profit,750
2023-02-06 12:20:00+05:30,2023-02-06 12:25:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,134.0,126.7,5474.999999999998,Take-Profit,750
2023-02-06 12:45:00+05:30,2023-02-06 12:47:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,119.35,115.25,3074.999999999996,Take-Profit,750
2023-02-06 12:50:00+05:30,2023-02-06 12:51:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,131.4,124.4,5250.0,Take-Profit,750
2023-02-06 13:00:00+05:30,2023-02-06 13:01:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,108.25,111.35,-2324.999999999996,Stop-Loss,750
2023-02-06 13:15:00+05:30,2023-02-06 13:16:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,99.65,102.5,-2137.499999999996,Stop-Loss,750
2023-02-06 13:25:00+05:30,2023-02-06 13:26:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,108.7,100.8,5925.000000000005,Take-Profit,750
2023-02-06 14:20:00+05:30,2023-02-06 14:23:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,108.85,111.45,-1950.0000000000064,Stop-Loss,750
2023-02-06 15:05:00+05:30,2023-02-06 15:07:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,94.3,91.15,2362.4999999999936,Take-Profit,750
2023-02-06 15:30:00+05:30,2023-02-07 09:20:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,106.75,123.35,-12449.999999999996,Stop-Loss,750
2023-02-07 09:20:00+05:30,2023-02-07 09:23:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,75.95,77.6,-1237.4999999999936,Stop-Loss,750
2023-02-07 09:40:00+05:30,2023-02-07 09:42:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,106.0,102.65,2512.499999999996,Take-Profit,750
2023-02-07 10:30:00+05:30,2023-02-07 10:31:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,82.45,84.45,-1500.0,Stop-Loss,750
2023-02-07 11:00:00+05:30,2023-02-07 11:04:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,98.95,101.4,-1837.500000000002,Stop-Loss,750
2023-02-07 13:15:00+05:30,2023-02-07 13:16:00+05:30,NIFTY09FEB2317650PE,Buy,PE,17650,87.9,84.65,2437.5,Take-Profit,750
2023-02-07 14:30:00+05:30,2023-02-07 14:31:00+05:30,NIFTY09FEB2317700CE,Sell,CE,17700,103.15,106.2,-2287.4999999999977,Stop-Loss,750
2023-02-07 14:35:00+05:30,2023-02-07 14:38:00+05:30,NIFTY09FEB2317700PE,Buy,PE,17700,64.9,61.6,2475.000000000003,Take-Profit,750
2023-02-07 15:05:00+05:30,2023-02-07 15:11:00+05:30,NIFTY09FEB2317750CE,Sell,CE,17750,80.85,74.65,4649.999999999992,Take-Profit,750
2023-02-08 09:20:00+05:30,2023-02-08 09:23:00+05:30,NIFTY09FEB2317750PE,Buy,PE,17750,55.65,51.45,3149.999999999997,Take-Profit,750
2023-02-08 10:15:00+05:30,2023-02-08 10:17:00+05:30,NIFTY09FEB2317800CE,Sell,CE,17800,108.5,104.4,3074.999999999996,Take-Profit,750
2023-02-08 11:10:00+05:30,2023-02-08 11:12:00+05:30,NIFTY09FEB2317850PE,Buy,PE,17850,70.3,72.15,-1387.5000000000064,Stop-Loss,750
2023-02-08 12:10:00+05:30,2023-02-08 12:12:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,64.4,65.45,-787.4999999999978,Stop-Loss,750
2023-02-08 13:05:00+05:30,2023-02-08 13:06:00+05:30,NIFTY09FEB2317850PE,Buy,PE,17850,59.8,61.5,-1275.000000000002,Stop-Loss,750
2023-02-08 13:45:00+05:30,2023-02-08 13:47:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,68.85,69.95,-825.0000000000064,Stop-Loss,750
2023-02-08 13:55:00+05:30,2023-02-08 13:56:00+05:30,NIFTY09FEB2317900PE,Buy,PE,17900,81.65,77.2,3337.5000000000023,Take-Profit,750
2023-02-08 14:45:00+05:30,2023-02-08 14:49:00+05:30,NIFTY09FEB2317900CE,Sell,CE,17900,53.25,54.15,-674.999999999999,Stop-Loss,750
2023-02-09 09:55:00+05:30,2023-02-09 09:56:00+05:30,NIFTY09FEB2317800PE,Buy,PE,17800,26.25,24.2,1537.5000000000005,Take-Profit,750
2023-02-09 10:50:00+05:30,2023-02-09 10:51:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,36.2,37.6,-1049.9999999999989,Stop-Loss,750
2023-02-09 11:10:00+05:30,2023-02-09 11:17:00+05:30,NIFTY09FEB2317850PE,Buy,PE,17850,24.9,23.6,974.9999999999978,Take-Profit,750
2023-02-09 11:45:00+05:30,2023-02-09 11:46:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,40.75,37.55,2400.0000000000023,Take-Profit,750
2023-02-09 12:55:00+05:30,2023-02-09 12:56:00+05:30,NIFTY09FEB2317850PE,Buy,PE,17850,32.6,33.4,-599.9999999999978,Stop-Loss,750
2023-02-09 13:10:00+05:30,2023-02-09 13:11:00+05:30,NIFTY09FEB2317850CE,Sell,CE,17850,19.5,20.05,-412.5000000000005,Stop-Loss,750
2023-02-09 13:20:00+05:30,2023-02-09 13:21:00+05:30,NIFTY09FEB2317850PE,Buy,PE,17850,31.85,33.2,-1012.500000000001,Stop-Loss,750
2023-02-09 14:25:00+05:30,2023-02-09 14:27:00+05:30,NIFTY09FEB2317900CE,Sell,CE,17900,17.9,16.4,1125.0,Take-Profit,750
2023-02-09 15:15:00+05:30,2023-02-09 15:16:00+05:30,NIFTY09FEB2317900PE,Buy,PE,17900,10.0,9.35,487.5000000000003,Take-Profit,750
2023-02-10 09:20:00+05:30,2023-02-10 09:22:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,98.3,93.45,3637.499999999996,Take-Profit,750
2023-02-10 10:05:00+05:30,2023-02-10 10:11:00+05:30,NIFTY16FEB2317800PE,Buy,PE,17800,81.3,84.25,-2212.5000000000023,Stop-Loss,750
2023-02-10 10:35:00+05:30,2023-02-10 10:36:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,91.4,93.2,-1349.999999999998,Stop-Loss,750
2023-02-10 10:40:00+05:30,2023-02-10 10:41:00+05:30,NIFTY16FEB2317800PE,Buy,PE,17800,83.55,80.5,2287.4999999999977,Take-Profit,750
2023-02-10 11:35:00+05:30,2023-02-10 11:36:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,107.4,109.25,-1387.4999999999957,Stop-Loss,750
2023-02-10 12:30:00+05:30,2023-02-10 12:33:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,100.1,101.75,-1237.5000000000043,Stop-Loss,750
2023-02-10 12:40:00+05:30,2023-02-10 12:46:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,97.05,94.1,2212.5000000000023,Take-Profit,750
2023-02-10 12:55:00+05:30,2023-02-10 12:56:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,102.95,99.65,2474.9999999999977,Take-Profit,750
2023-02-10 13:00:00+05:30,2023-02-10 13:07:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,92.0,93.4,-1050.0000000000043,Stop-Loss,750
2023-02-10 13:35:00+05:30,2023-02-10 13:36:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,105.25,100.55,3525.0000000000023,Take-Profit,750
2023-02-10 14:35:00+05:30,2023-02-10 14:40:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,94.95,97.15,-1650.000000000002,Stop-Loss,750
2023-02-10 15:05:00+05:30,2023-02-10 15:08:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,89.25,83.75,4125.0,Take-Profit,750
2023-02-10 15:30:00+05:30,2023-02-13 09:24:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,98.95,91.35,5700.000000000006,Take-Profit,750
2023-02-13 09:30:00+05:30,2023-02-13 09:32:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,80.85,76.3,3412.4999999999977,Take-Profit,750
2023-02-13 10:35:00+05:30,2023-02-13 10:38:00+05:30,NIFTY16FEB2317750PE,Buy,PE,17750,80.15,77.2,2212.5000000000023,Take-Profit,750
2023-02-13 11:30:00+05:30,2023-02-13 11:31:00+05:30,NIFTY16FEB2317800CE,Sell,CE,17800,78.95,75.7,2437.5,Take-Profit,750
2023-02-13 11:55:00+05:30,2023-02-13 11:59:00+05:30,NIFTY16FEB2317750PE,Buy,PE,17750,75.7,72.55,2362.500000000004,Take-Profit,750
2023-02-13 12:10:00+05:30,2023-02-13 12:11:00+05:30,NIFTY16FEB2317750CE,Sell,CE,17750,96.95,99.4,-1837.500000000002,Stop-Loss,750
2023-02-13 12:40:00+05:30,2023-02-13 12:43:00+05:30,NIFTY16FEB2317750PE,Buy,PE,17750,92.0,87.05,3712.5000000000023,Take-Profit,750
2023-02-13 13:50:00+05:30,2023-02-13 13:54:00+05:30,NIFTY16FEB2317750CE,Sell,CE,17750,99.2,100.7,-1125.0,Stop-Loss,750
2023-02-13 14:00:00+05:30,2023-02-13 14:01:00+05:30,NIFTY16FEB2317750PE,Buy,PE,17750,74.0,76.7,-2025.000000000002,Stop-Loss,750
2023-02-13 15:05:00+05:30,2023-02-13 15:09:00+05:30,NIFTY16FEB2317800CE,Sell,CE,17800,77.25,79.25,-1500.0,Stop-Loss,750
2023-02-14 09:20:00+05:30,2023-02-14 09:26:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,90.7,93.25,-1912.499999999998,Stop-Loss,750
2023-02-14 09:50:00+05:30,2023-02-14 09:53:00+05:30,NIFTY16FEB2317800CE,Sell,CE,17800,95.35,97.95,-1950.0000000000064,Stop-Loss,750
2023-02-14 10:00:00+05:30,2023-02-14 10:03:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,87.9,81.0,5175.000000000005,Take-Profit,750
2023-02-14 10:25:00+05:30,2023-02-14 10:27:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,70.05,71.15,-825.0000000000064,Stop-Loss,750
2023-02-14 10:40:00+05:30,2023-02-14 10:46:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,76.8,74.25,1912.499999999998,Take-Profit,750
2023-02-14 10:50:00+05:30,2023-02-14 10:52:00+05:30,NIFTY16FEB2317850CE,Sell,CE,17850,67.9,69.9,-1500.0,Stop-Loss,750
2023-02-14 11:10:00+05:30,2023-02-14 11:11:00+05:30,NIFTY16FEB2317850PE,Buy,PE,17850,73.5,74.7,-900.0000000000022,Stop-Loss,750
2023-02-14 12:30:00+05:30,2023-02-14 12:32:00+05:30,NIFTY16FEB2317900CE,Sell,CE,17900,74.7,76.6,-1424.9999999999936,Stop-Loss,750
2023-02-14 12:45:00+05:30,2023-02-14 12:46:00+05:30,NIFTY16FEB2317900PE,Buy,PE,17900,68.65,70.25,-1199.9999999999957,Stop-Loss,750
2023-02-14 13:00:00+05:30,2023-02-14 13:05:00+05:30,NIFTY16FEB2317900CE,Sell,CE,17900,84.0,86.55,-1912.499999999998,Stop-Loss,750
2023-02-14 13:55:00+05:30,2023-02-14 13:58:00+05:30,NIFTY16FEB2317900PE,Buy,PE,17900,61.3,58.95,1762.4999999999957,Take-Profit,750
2023-02-14 14:25:00+05:30,2023-02-14 14:31:00+05:30,NIFTY16FEB2317950CE,Sell,CE,17950,65.1,67.05,-1462.500000000002,Stop-Loss,750
2023-02-15 09:55:00+05:30,2023-02-15 09:57:00+05:30,NIFTY16FEB2317900PE,Buy,PE,17900,69.05,63.85,3899.999999999997,Take-Profit,750
2023-02-15 11:05:00+05:30,2023-02-15 11:07:00+05:30,NIFTY16FEB2317900CE,Sell,CE,17900,73.3,74.75,-1087.500000000002,Stop-Loss,750
2023-02-15 11:10:00+05:30,2023-02-15 11:13:00+05:30,NIFTY16FEB2317950PE,Buy,PE,17950,62.5,58.5,3000.0,Take-Profit,750
2023-02-15 11:40:00+05:30,2023-02-15 11:41:00+05:30,NIFTY16FEB2317950CE,Sell,CE,17950,50.3,52.0,-1275.000000000002,Stop-Loss,750
2023-02-15 11:50:00+05:30,2023-02-15 11:53:00+05:30,NIFTY16FEB2317950PE,Buy,PE,17950,54.1,55.4,-974.9999999999978,Stop-Loss,750
2023-02-15 11:55:00+05:30,2023-02-15 11:57:00+05:30,NIFTY16FEB2317950CE,Sell,CE,17950,49.8,47.55,1687.5,Take-Profit,750
2023-02-15 12:40:00+05:30,2023-02-15 12:42:00+05:30,NIFTY16FEB2317950PE,Buy,PE,17950,61.15,58.75,1799.9999999999989,Take-Profit,750
2023-02-15 13:10:00+05:30,2023-02-15 13:13:00+05:30,NIFTY16FEB2317900CE,Sell,CE,17900,71.1,68.75,1762.4999999999957,Take-Profit,750
2023-02-15 13:55:00+05:30,2023-02-15 13:58:00+05:30,NIFTY16FEB2317950PE,Buy,PE,17950,62.25,60.05,1650.000000000002,Take-Profit,750
2023-02-15 15:30:00+05:30,2023-12-29 15:30:00+05:30,NIFTY16FEB2318050CE,Sell,CE,18050,32.5,32.5,0.0,End of Data,750
