entry_datetime,signal,option_type,strike_price,entry_price,spot_price,expiry_date,status,exit_datetime,exit_price,pnl,pnl_pct,exit_reason
2023-01-03 09:48:00+05:30,Buy,PE,15050.0,0.4,18193.95,2023-01-05,CLOSED,2023-01-03 09:49:00+05:30,0.35,3.7500000000000036,9.375000000000009,TAKE_PROFIT
2023-01-03 09:49:00+05:30,Buy,PE,15050.0,0.35,18193.7,2023-01-05,CLOSED,2023-01-03 09:50:00+05:30,0.4,-3.7500000000000036,-10.714285714285726,STOP_LOSS
2023-01-03 10:52:00+05:30,Buy,PE,15050.0,0.35,18217.5,2023-01-05,CLOSED,2023-01-03 10:53:00+05:30,0.3,3.749999999999999,10.714285714285712,TAKE_PROFIT
2023-01-03 10:53:00+05:30,Buy,PE,15050.0,0.3,18218.1,2023-01-05,CLOSED,2023-01-03 10:54:00+05:30,0.8,-37.5,-125.0,STOP_LOSS
2023-01-03 10:54:00+05:30,Buy,PE,16000.0,0.8,18219.55,2023-01-05,CLOSED,2023-01-03 10:55:00+05:30,0.35,33.75000000000001,42.18750000000001,TAKE_PROFIT
2023-01-03 11:10:00+05:30,Buy,PE,15050.0,0.3,18232.0,2023-01-05,CLOSED,2023-01-03 11:11:00+05:30,0.5,-15.0,-50.0,STOP_LOSS
2023-01-03 11:14:00+05:30,Buy,PE,16100.0,0.85,18229.85,2023-01-05,CLOSED,2023-01-03 11:15:00+05:30,0.55,22.499999999999996,26.470588235294112,TAKE_PROFIT
2023-01-03 11:25:00+05:30,Sell,CE,17700.0,538.7,18233.05,2023-01-05,CLOSED,2023-01-03 11:26:00+05:30,442.0,7252.500000000004,13.462966400594029,TAKE_PROFIT
2023-01-03 11:28:00+05:30,Buy,PE,15050.0,0.3,18223.7,2023-01-05,CLOSED,2023-01-03 11:29:00+05:30,0.65,-26.250000000000004,-87.50000000000001,STOP_LOSS
2023-01-03 11:35:00+05:30,Buy,PE,16300.0,0.85,18236.4,2023-01-05,CLOSED,2023-01-03 11:36:00+05:30,0.5,26.25,30.88235294117647,TAKE_PROFIT
2023-01-03 11:44:00+05:30,Buy,PE,16000.0,0.7,18230.3,2023-01-05,CLOSED,2023-01-03 11:45:00+05:30,0.35,26.25,37.5,TAKE_PROFIT
2023-01-03 12:29:00+05:30,Buy,PE,15050.0,0.35,18169.35,2023-01-05,CLOSED,2023-01-03 12:30:00+05:30,0.3,3.749999999999999,10.714285714285712,TAKE_PROFIT
2023-01-04 10:06:00+05:30,Buy,PE,15100.0,0.45,18118.7,2023-01-05,CLOSED,2023-01-04 10:07:00+05:30,0.35,7.500000000000003,16.66666666666667,TAKE_PROFIT
2023-01-04 10:08:00+05:30,Buy,PE,15850.0,0.35,18119.3,2023-01-05,CLOSED,2023-01-04 10:09:00+05:30,0.45,-7.500000000000003,-21.428571428571438,STOP_LOSS
2023-01-04 10:09:00+05:30,Buy,PE,15050.0,0.45,18125.25,2023-01-05,CLOSED,2023-01-04 10:10:00+05:30,0.4,3.749999999999999,8.33333333333333,TAKE_PROFIT
2023-01-04 10:11:00+05:30,Buy,PE,15050.0,0.4,18126.5,2023-01-05,CLOSED,2023-01-04 10:12:00+05:30,0.3,7.500000000000003,18.750000000000007,TAKE_PROFIT
2023-01-04 10:18:00+05:30,Buy,PE,15050.0,0.4,18125.3,2023-01-05,CLOSED,2023-01-04 10:21:00+05:30,0.45,-3.749999999999999,-9.374999999999996,STOP_LOSS
2023-01-04 10:22:00+05:30,Buy,PE,15150.0,0.35,18126.9,2023-01-05,CLOSED,2023-01-04 10:23:00+05:30,0.4,-3.7500000000000036,-10.714285714285726,STOP_LOSS
2023-01-04 10:23:00+05:30,Buy,PE,15050.0,0.4,18129.5,2023-01-05,CLOSED,2023-01-04 10:24:00+05:30,0.3,7.500000000000003,18.750000000000007,TAKE_PROFIT
2023-01-04 10:24:00+05:30,Buy,PE,15500.0,0.3,18130.8,2023-01-05,CLOSED,2023-01-04 10:25:00+05:30,0.4,-7.500000000000003,-25.00000000000001,STOP_LOSS
2023-01-04 10:25:00+05:30,Buy,PE,15050.0,0.4,18134.75,2023-01-05,CLOSED,2023-01-04 10:29:00+05:30,0.45,-3.749999999999999,-9.374999999999996,STOP_LOSS
2023-01-04 10:50:00+05:30,Sell,CE,17000.0,1143.8,18133.65,2023-01-05,CLOSED,2023-01-04 10:53:00+05:30,639.05,37856.25,33.0969137961182,TAKE_PROFIT
2023-01-04 10:53:00+05:30,Sell,CE,17500.0,639.05,18140.05,2023-01-05,CLOSED,2023-01-04 10:56:00+05:30,437.8,15093.749999999996,23.61904389327908,TAKE_PROFIT
2023-01-04 10:54:00+05:30,Sell,CE,17500.0,637.45,18136.65,2023-01-05,CLOSED,2023-01-04 10:56:00+05:30,437.8,14973.750000000002,23.490077653149267,TAKE_PROFIT
2023-01-04 11:18:00+05:30,Buy,PE,15350.0,0.65,18097.75,2023-01-05,CLOSED,2023-01-04 11:19:00+05:30,0.4,18.75,28.846153846153847,TAKE_PROFIT
2023-01-04 11:19:00+05:30,Buy,PE,15100.0,0.4,18096.85,2023-01-05,CLOSED,2023-01-04 11:20:00+05:30,0.3,7.500000000000003,18.750000000000007,TAKE_PROFIT
2023-01-04 11:30:00+05:30,Buy,PE,15900.0,0.5,18102.05,2023-01-05,CLOSED,2023-01-04 11:31:00+05:30,0.6,-7.499999999999998,-14.999999999999996,STOP_LOSS
2023-01-04 11:33:00+05:30,Sell,CE,17000.0,1107.1,18108.15,2023-01-05,CLOSED,2023-01-04 11:34:00+05:30,602.05,37878.75,34.214388944088164,TAKE_PROFIT
2023-01-04 11:34:00+05:30,Sell,CE,17500.0,602.05,18109.85,2023-01-05,CLOSED,2023-01-04 11:36:00+05:30,507.65,7079.999999999998,11.759820612905903,TAKE_PROFIT
2023-01-04 11:50:00+05:30,Sell,CE,17000.0,1091.8,18094.45,2023-01-05,CLOSED,2023-01-04 11:51:00+05:30,892.1,14977.499999999995,13.718171826341816,TAKE_PROFIT
2023-01-04 11:51:00+05:30,Sell,CE,17200.0,892.1,18099.2,2023-01-05,CLOSED,2023-01-04 11:52:00+05:30,589.7,22680.0,25.423158838695212,TAKE_PROFIT
2023-01-04 11:52:00+05:30,Sell,CE,17500.0,589.7,18097.55,2023-01-05,CLOSED,2023-01-04 11:53:00+05:30,394.25,14658.750000000004,24.857978633203327,TAKE_PROFIT
2023-01-04 11:53:00+05:30,Sell,CE,17700.0,394.25,18089.85,2023-01-05,CLOSED,2023-01-04 11:54:00+05:30,1079.0,-51356.25,-130.26315789473685,STOP_LOSS
2023-01-04 12:15:00+05:30,Buy,PE,15050.0,0.45,18041.35,2023-01-05,CLOSED,2023-01-04 12:16:00+05:30,0.4,3.749999999999999,8.33333333333333,TAKE_PROFIT
2023-01-04 14:25:00+05:30,Sell,CE,17500.0,588.0,18100.15,2023-01-05,CLOSED,2023-01-04 14:26:00+05:30,1078.0,-36750.0,-62.5,STOP_LOSS
2023-01-05 09:22:00+05:30,Sell,CE,17000.0,1050.0,18068.6,2023-01-05,CLOSED,2023-01-05 09:23:00+05:30,539.0,38325.0,36.5,TAKE_PROFIT
2023-01-05 09:24:00+05:30,Sell,CE,17500.0,544.25,18063.1,2023-01-05,CLOSED,2023-01-05 09:25:00+05:30,1045.0,-37556.25,-69.00551217271475,STOP_LOSS
2023-01-05 09:50:00+05:30,Sell,CE,17400.0,645.0,18040.35,2023-01-05,CLOSED,2023-01-05 09:51:00+05:30,1530.0,-66375.0,-102.90697674418605,STOP_LOSS
2023-01-05 09:52:00+05:30,Sell,CE,17400.0,645.6,18045.7,2023-01-05,CLOSED,2023-01-05 09:53:00+05:30,1048.0,-30180.0,-46.74721189591078,STOP_LOSS
2023-01-05 10:22:00+05:30,Sell,CE,17500.0,573.25,18065.95,2023-01-05,CLOSED,2023-01-05 10:23:00+05:30,468.95,7822.500000000001,13.645878761447886,TAKE_PROFIT
2023-01-05 10:40:00+05:30,Sell,CE,17500.0,561.0,18051.8,2023-01-05,CLOSED,2023-01-05 10:42:00+05:30,360.6,15029.999999999998,26.791443850267378,TAKE_PROFIT
2023-01-05 11:24:00+05:30,Sell,CE,17500.0,525.0,18042.9,2023-01-05,CLOSED,2023-01-05 11:26:00+05:30,1020.0,-37125.0,-70.71428571428571,STOP_LOSS
2023-01-05 11:25:00+05:30,Sell,CE,17500.0,524.85,18041.6,2023-01-05,CLOSED,2023-01-05 11:26:00+05:30,1020.0,-37136.25,-70.75593026579023,STOP_LOSS
2023-01-05 11:26:00+05:30,Sell,CE,17000.0,1020.0,18036.5,2023-01-05,CLOSED,2023-01-05 11:27:00+05:30,523.75,37218.75,36.4889705882353,TAKE_PROFIT
2023-01-05 11:27:00+05:30,Sell,CE,17500.0,523.75,18034.7,2023-01-05,CLOSED,2023-01-05 11:28:00+05:30,424.05,7477.499999999999,14.276849642004771,TAKE_PROFIT
2023-01-05 12:18:00+05:30,Sell,CE,17000.0,980.0,17983.95,2023-01-05,CLOSED,2023-01-05 12:19:00+05:30,582.0,29850.0,30.459183673469386,TAKE_PROFIT
2023-01-05 12:28:00+05:30,Buy,PE,15050.0,0.3,17967.8,2023-01-05,CLOSED,2023-01-05 12:30:00+05:30,0.25,3.749999999999999,12.499999999999998,TAKE_PROFIT
2023-01-05 12:29:00+05:30,Buy,PE,15100.0,0.3,17964.3,2023-01-05,CLOSED,2023-01-05 12:30:00+05:30,0.25,3.749999999999999,12.499999999999998,TAKE_PROFIT
2023-01-05 12:30:00+05:30,Sell,CE,17500.0,467.5,17964.05,2023-01-05,CLOSED,2023-01-05 12:31:00+05:30,368.45,7428.750000000001,15.890374331550804,TAKE_PROFIT
2023-01-05 12:55:00+05:30,Buy,PE,15500.0,0.25,17947.65,2023-01-05,CLOSED,2023-01-05 12:56:00+05:30,0.3,-3.749999999999999,-14.999999999999996,STOP_LOSS
2023-01-05 13:04:00+05:30,Buy,PE,15050.0,0.3,17938.05,2023-01-05,CLOSED,2023-01-05 13:06:00+05:30,0.2,7.499999999999998,24.999999999999996,TAKE_PROFIT
2023-01-05 13:25:00+05:30,Sell,CE,17500.0,416.5,17925.9,2023-01-05,CLOSED,2023-01-05 13:26:00+05:30,401.15,1151.2500000000018,2.764105642256907,TAKE_PROFIT
2023-01-05 13:32:00+05:30,Buy,PE,15250.0,0.1,17893.65,2023-01-05,CLOSED,2023-01-05 13:33:00+05:30,0.2,-7.5,-75.0,STOP_LOSS
2023-01-05 13:33:00+05:30,Buy,PE,15050.0,0.2,17900.45,2023-01-05,CLOSED,2023-01-05 13:35:00+05:30,0.3,-7.499999999999998,-37.499999999999986,STOP_LOSS
2023-01-05 13:34:00+05:30,Buy,PE,15050.0,0.2,17904.1,2023-01-05,CLOSED,2023-01-05 13:35:00+05:30,0.3,-7.499999999999998,-37.499999999999986,STOP_LOSS
2023-01-05 13:38:00+05:30,Buy,PE,15500.0,0.25,17902.55,2023-01-05,CLOSED,2023-01-05 13:39:00+05:30,0.2,3.749999999999999,14.999999999999996,TAKE_PROFIT
2023-01-05 13:44:00+05:30,Buy,PE,15100.0,0.3,17898.1,2023-01-05,CLOSED,2023-01-05 13:45:00+05:30,0.25,3.749999999999999,12.499999999999998,TAKE_PROFIT
2023-01-05 13:45:00+05:30,Buy,PE,15050.0,0.25,17902.8,2023-01-05,CLOSED,2023-01-05 13:50:00+05:30,0.2,3.749999999999999,14.999999999999996,TAKE_PROFIT
2023-01-06 09:26:00+05:30,Buy,PE,16300.0,1.05,17979.2,2023-01-12,CLOSED,2023-01-06 09:29:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:27:00+05:30,Buy,PE,16300.0,1.05,17972.85,2023-01-12,CLOSED,2023-01-06 09:29:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:28:00+05:30,Buy,PE,16300.0,1.05,17989.95,2023-01-12,CLOSED,2023-01-06 09:29:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:29:00+05:30,Buy,PE,16300.0,1.0,18003.0,2023-01-12,CLOSED,2023-01-06 09:31:00+05:30,0.95,3.7500000000000036,3.7500000000000036,TAKE_PROFIT
2023-01-06 09:35:00+05:30,Buy,PE,16300.0,1.0,17979.55,2023-01-12,CLOSED,2023-01-06 09:36:00+05:30,1.05,-3.7500000000000036,-3.7500000000000036,STOP_LOSS
2023-01-06 09:36:00+05:30,Buy,PE,16300.0,1.05,17987.35,2023-01-12,CLOSED,2023-01-06 09:40:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:37:00+05:30,Buy,PE,16300.0,1.05,18006.2,2023-01-12,CLOSED,2023-01-06 09:40:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:38:00+05:30,Buy,PE,16300.0,1.05,18017.5,2023-01-12,CLOSED,2023-01-06 09:40:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 09:39:00+05:30,Buy,PE,16300.0,1.05,18025.2,2023-01-12,CLOSED,2023-01-06 09:40:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-06 11:40:00+05:30,Buy,PE,16300.0,1.4,17927.05,2023-01-12,CLOSED,2023-01-06 11:42:00+05:30,1.35,3.7499999999999867,2.678571428571419,TAKE_PROFIT
2023-01-06 11:44:00+05:30,Sell,CE,17000.0,959.4,17930.4,2023-01-12,CLOSED,2023-01-06 11:46:00+05:30,662.9,22237.5,23.17854909318324,TAKE_PROFIT
2023-01-06 12:15:00+05:30,Sell,CE,17300.0,642.85,17933.35,2023-01-12,CLOSED,2023-01-06 12:16:00+05:30,548.8,7053.7500000000055,10.97262191802132,TAKE_PROFIT
2023-01-06 12:16:00+05:30,Sell,CE,17400.0,548.8,17932.6,2023-01-12,CLOSED,2023-01-06 12:17:00+05:30,949.15,-30026.25,-54.71255466472304,STOP_LOSS
2023-01-06 12:17:00+05:30,Sell,CE,17000.0,949.15,17928.65,2023-01-12,CLOSED,2023-01-06 12:18:00+05:30,454.0,37136.25,39.12579676552705,TAKE_PROFIT
2023-01-06 13:07:00+05:30,Buy,PE,16300.0,1.3,17833.8,2023-01-12,CLOSED,2023-01-06 13:08:00+05:30,1.35,-3.7500000000000036,-2.8846153846153872,STOP_LOSS
2023-01-06 13:08:00+05:30,Buy,PE,16300.0,1.35,17833.35,2023-01-12,CLOSED,2023-01-06 13:09:00+05:30,1.3,3.7500000000000036,2.7777777777777803,TAKE_PROFIT
2023-01-06 13:14:00+05:30,Buy,PE,16300.0,1.3,17829.4,2023-01-12,CLOSED,2023-01-06 13:16:00+05:30,1.35,-3.7500000000000036,-2.8846153846153872,STOP_LOSS
2023-01-06 13:32:00+05:30,Buy,PE,16300.0,1.45,17809.8,2023-01-12,CLOSED,2023-01-06 13:34:00+05:30,1.4,3.7500000000000036,2.586206896551727,TAKE_PROFIT
2023-01-06 13:33:00+05:30,Buy,PE,16300.0,1.45,17805.35,2023-01-12,CLOSED,2023-01-06 13:34:00+05:30,1.4,3.7500000000000036,2.586206896551727,TAKE_PROFIT
2023-01-06 13:34:00+05:30,Buy,PE,16300.0,1.4,17801.3,2023-01-12,CLOSED,2023-01-06 13:35:00+05:30,1.45,-3.7500000000000036,-2.6785714285714315,STOP_LOSS
2023-01-06 13:35:00+05:30,Buy,PE,16300.0,1.45,17815.4,2023-01-12,CLOSED,2023-01-06 13:37:00+05:30,1.5,-3.7500000000000036,-2.586206896551727,STOP_LOSS
2023-01-06 14:15:00+05:30,Sell,CE,17350.0,502.95,17817.35,2023-01-12,CLOSED,2023-01-06 14:16:00+05:30,835.95,-24975.000000000004,-49.65702356099017,STOP_LOSS
2023-01-06 14:19:00+05:30,Sell,CE,17000.0,826.5,17820.85,2023-01-12,CLOSED,2023-01-06 14:22:00+05:30,846.6,-1507.5000000000018,-1.8239564428312183,STOP_LOSS
2023-01-06 14:25:00+05:30,Buy,PE,16300.0,1.2,17806.5,2023-01-12,CLOSED,2023-01-06 14:26:00+05:30,1.25,-3.7500000000000036,-3.125000000000003,STOP_LOSS
2023-01-06 14:29:00+05:30,Sell,CE,17000.0,859.35,17848.0,2023-01-12,CLOSED,2023-01-06 14:32:00+05:30,569.8,21716.250000000004,25.270553325187645,TAKE_PROFIT
2023-01-09 09:27:00+05:30,Sell,CE,17200.0,798.35,17966.9,2023-01-12,CLOSED,2023-01-09 09:28:00+05:30,1008.15,-15734.999999999996,-19.709400638817556,STOP_LOSS
2023-01-09 09:28:00+05:30,Sell,CE,17000.0,1008.15,17963.05,2023-01-12,CLOSED,2023-01-09 09:31:00+05:30,830.0,13361.249999999998,13.25323612557655,TAKE_PROFIT
2023-01-09 09:34:00+05:30,Sell,CE,17000.0,1040.7,17987.15,2023-01-12,CLOSED,2023-01-09 09:35:00+05:30,847.55,14486.250000000007,13.919717497838,TAKE_PROFIT
2023-01-09 09:47:00+05:30,Sell,CE,17300.0,757.05,18037.2,2023-01-12,CLOSED,2023-01-09 09:49:00+05:30,1046.45,-21705.000000000007,-28.67049732514366,STOP_LOSS
2023-01-09 09:48:00+05:30,Sell,CE,17300.0,757.95,18032.5,2023-01-12,CLOSED,2023-01-09 09:49:00+05:30,1046.45,-21637.5,-28.547397585592716,STOP_LOSS
2023-01-09 09:52:00+05:30,Sell,CE,17000.0,1051.45,18032.25,2023-01-12,CLOSED,2023-01-09 09:53:00+05:30,689.4,27153.750000000004,25.82505111988207,TAKE_PROFIT
2023-01-09 09:55:00+05:30,Sell,CE,17000.0,1070.25,18023.15,2023-01-12,CLOSED,2023-01-09 10:01:00+05:30,681.05,29190.000000000004,27.2740014015417,TAKE_PROFIT
2023-01-09 10:00:00+05:30,Sell,CE,17000.0,1080.2,18052.15,2023-01-12,CLOSED,2023-01-09 10:01:00+05:30,681.05,29936.250000000007,27.713617848546573,TAKE_PROFIT
2023-01-09 10:12:00+05:30,Sell,CE,17500.0,591.7,18072.4,2023-01-12,CLOSED,2023-01-09 10:13:00+05:30,1096.45,-37856.25,-63.97878992732803,STOP_LOSS
2023-01-09 10:13:00+05:30,Sell,CE,17000.0,1096.45,18073.1,2023-01-12,CLOSED,2023-01-09 10:17:00+05:30,1114.1,-1323.7499999999898,-1.2073053946828307,STOP_LOSS
2023-01-09 10:14:00+05:30,Sell,CE,17000.0,1095.1,18072.45,2023-01-12,CLOSED,2023-01-09 10:17:00+05:30,1114.1,-1425.0,-1.3012510273034428,STOP_LOSS
2023-01-09 10:25:00+05:30,Sell,CE,17000.0,1116.0,18092.9,2023-01-12,CLOSED,2023-01-09 10:26:00+05:30,625.4,36795.0,32.97043010752688,TAKE_PROFIT
2023-01-09 10:26:00+05:30,Sell,CE,17500.0,625.4,18093.85,2023-01-12,CLOSED,2023-01-09 10:28:00+05:30,672.85,-3558.7500000000036,-5.690358170770713,STOP_LOSS
2023-01-09 10:27:00+05:30,Sell,CE,17500.0,625.8,18091.25,2023-01-12,CLOSED,2023-01-09 10:28:00+05:30,672.85,-3528.750000000005,-5.638782358581024,STOP_LOSS
2023-01-09 10:36:00+05:30,Sell,CE,17400.0,711.4,18096.8,2023-01-12,CLOSED,2023-01-09 10:37:00+05:30,1117.5,-30457.5,-42.813466404273264,STOP_LOSS
2023-01-09 10:37:00+05:30,Sell,CE,17000.0,1117.5,18088.35,2023-01-12,CLOSED,2023-01-09 10:41:00+05:30,927.5,14250.0,12.751677852348994,TAKE_PROFIT
2023-01-09 10:45:00+05:30,Sell,CE,17200.0,913.25,18093.1,2023-01-12,CLOSED,2023-01-09 10:46:00+05:30,765.0,11118.75,12.174924719408706,TAKE_PROFIT
2023-01-09 10:46:00+05:30,Sell,CE,17350.0,765.0,18088.8,2023-01-12,CLOSED,2023-01-09 10:47:00+05:30,914.6,-11220.000000000002,-14.66666666666667,STOP_LOSS
2023-01-09 10:47:00+05:30,Sell,CE,17200.0,914.6,18086.65,2023-01-12,CLOSED,2023-01-09 10:48:00+05:30,619.9,22102.500000000004,24.166302208615793,TAKE_PROFIT
2023-01-09 10:54:00+05:30,Sell,CE,17500.0,622.75,18093.75,2023-01-12,CLOSED,2023-01-09 10:56:00+05:30,715.25,-6937.5,-11.14010437575271,STOP_LOSS
2023-01-09 10:55:00+05:30,Sell,CE,17500.0,620.35,18091.45,2023-01-12,CLOSED,2023-01-09 10:56:00+05:30,715.25,-7117.499999999998,-11.473361811880388,STOP_LOSS
2023-01-09 11:20:00+05:30,Buy,PE,16300.0,1.15,18104.2,2023-01-12,CLOSED,2023-01-09 11:21:00+05:30,1.1,3.7499999999999867,3.26086956521738,TAKE_PROFIT
2023-01-09 11:38:00+05:30,Sell,CE,17400.0,754.45,18130.85,2023-01-12,CLOSED,2023-01-09 11:39:00+05:30,806.85,-3929.999999999998,-5.209092716548477,STOP_LOSS
2023-01-09 11:39:00+05:30,Sell,CE,17350.0,806.85,18131.4,2023-01-12,CLOSED,2023-01-09 11:40:00+05:30,748.55,4372.5000000000055,5.419222903885487,TAKE_PROFIT
2023-01-09 11:49:00+05:30,Sell,CE,16500.0,1650.8,18130.25,2023-01-12,CLOSED,2023-01-09 11:50:00+05:30,652.65,74861.25,45.348467409740735,TAKE_PROFIT
2023-01-09 11:55:00+05:30,Sell,CE,17000.0,1159.2,18125.6,2023-01-12,CLOSED,2023-01-09 11:59:00+05:30,949.7,15712.5,13.5546066252588,TAKE_PROFIT
2023-01-09 12:00:00+05:30,Sell,CE,17000.0,1140.0,18138.8,2023-01-12,CLOSED,2023-01-09 12:02:00+05:30,851.5,21637.5,18.980263157894736,TAKE_PROFIT
2023-01-09 12:01:00+05:30,Sell,CE,17000.0,1140.9,18139.35,2023-01-12,CLOSED,2023-01-09 12:02:00+05:30,851.5,21705.000000000007,19.024454378122538,TAKE_PROFIT
2023-01-09 12:02:00+05:30,Sell,CE,17300.0,851.5,18131.6,2023-01-12,CLOSED,2023-01-09 12:03:00+05:30,1141.1,-21719.999999999993,-25.507927187316493,STOP_LOSS
2023-01-09 12:03:00+05:30,Sell,CE,17000.0,1141.1,18125.7,2023-01-12,CLOSED,2023-01-09 12:04:00+05:30,640.85,37518.74999999999,32.87945841731662,TAKE_PROFIT
2023-01-09 13:56:00+05:30,Buy,PE,16300.0,1.1,18000.1,2023-01-12,CLOSED,2023-01-09 13:58:00+05:30,1.05,3.7500000000000036,3.409090909090912,TAKE_PROFIT
2023-01-09 13:57:00+05:30,Buy,PE,16300.0,1.1,18005.2,2023-01-12,CLOSED,2023-01-09 13:58:00+05:30,1.05,3.7500000000000036,3.409090909090912,TAKE_PROFIT
2023-01-09 13:58:00+05:30,Buy,PE,16300.0,1.05,18013.15,2023-01-12,CLOSED,2023-01-09 14:00:00+05:30,1.0,3.7500000000000036,3.5714285714285747,TAKE_PROFIT
2023-01-09 14:07:00+05:30,Sell,CE,17200.0,863.9,18046.15,2023-01-12,CLOSED,2023-01-09 14:08:00+05:30,702.75,12086.249999999998,13.990334529459426,TAKE_PROFIT
2023-01-09 14:08:00+05:30,Sell,CE,17350.0,702.75,18043.3,2023-01-12,CLOSED,2023-01-09 14:09:00+05:30,736.85,-2557.500000000002,-3.6392742796157975,STOP_LOSS
2023-01-10 09:20:00+05:30,Sell,CE,17400.0,671.95,18063.8,2023-01-12,CLOSED,2023-01-10 09:21:00+05:30,1062.0,-29253.749999999996,-43.535605327777354,STOP_LOSS
2023-01-10 10:20:00+05:30,Buy,PE,16300.0,1.25,17991.7,2023-01-12,CLOSED,2023-01-10 10:21:00+05:30,1.2,3.7500000000000036,3.0000000000000027,TAKE_PROFIT
2023-01-10 10:23:00+05:30,Sell,CE,17050.0,952.2,18010.1,2023-01-12,CLOSED,2023-01-10 10:24:00+05:30,999.9,-3577.499999999995,-3.757088846880902,STOP_LOSS
2023-01-10 10:35:00+05:30,Sell,CE,17400.0,583.0,17986.25,2023-01-12,CLOSED,2023-01-10 10:37:00+05:30,687.45,-7833.750000000004,-13.436963979416817,STOP_LOSS
2023-01-10 10:36:00+05:30,Sell,CE,17400.0,591.0,17981.8,2023-01-12,CLOSED,2023-01-10 10:37:00+05:30,687.45,-7233.750000000004,-12.239847715736047,STOP_LOSS
2023-01-10 10:37:00+05:30,Sell,CE,17300.0,687.45,17983.75,2023-01-12,CLOSED,2023-01-10 10:38:00+05:30,496.9,14291.250000000005,20.788784638882834,TAKE_PROFIT
2023-01-10 11:07:00+05:30,Sell,CE,17500.0,478.45,17964.35,2023-01-12,CLOSED,2023-01-10 11:08:00+05:30,533.55,-4132.499999999997,-8.637266172013788,STOP_LOSS
2023-01-10 11:20:00+05:30,Sell,CE,17000.0,975.0,17947.1,2023-01-12,CLOSED,2023-01-10 11:21:00+05:30,1470.0,-37125.0,-38.07692307692308,STOP_LOSS
2023-01-10 11:24:00+05:30,Sell,CE,17000.0,965.0,17964.95,2023-01-12,CLOSED,2023-01-10 11:27:00+05:30,663.0,22650.0,23.471502590673577,TAKE_PROFIT
2023-01-10 11:47:00+05:30,Buy,PE,16300.0,1.0,17936.3,2023-01-12,CLOSED,2023-01-10 11:48:00+05:30,0.95,3.7500000000000036,3.7500000000000036,TAKE_PROFIT
2023-01-10 11:48:00+05:30,Buy,PE,16300.0,0.95,17937.35,2023-01-12,CLOSED,2023-01-10 11:50:00+05:30,1.0,-3.7500000000000036,-3.9473684210526354,STOP_LOSS
